20, 9602, 1041
21, 10452, 1184
11, 2846, 565
8, 1280, 382
11, 3431, 630
28, 16211, 1343
24, 13577, 1137
21, 11705, 1136
29, 17306, 1524
25, 14686, 1342
10, 2251, 1046
28, 15221, 2282
31, 17134, 2801
31, 17334, 2801
11, 3070, 1008
12, 5634, 913
17, 11588, 1407
24, 19006, 1932
12, 6254, 950
23, 18325, 1595
35, 14194, 1419
43, 17050, 1611
44, 17942, 1761
34, 12990, 1269
25, 9059, 927
26, 8637, 1494
30, 10075, 1554
13, 2752, 850
27, 9027, 1554
17, 4284, 995
18, 11857, 1325
15, 9704, 1071
7, 2166, 463
14, 8263, 1325
18, 11648, 1325
12, 3609, 1189
15, 6343, 1490
15, 6173, 1490
19, 10024, 2161
22, 10957, 2162
29, 19930, 1855
24, 16298, 1469
22, 12827, 1358
14, 6870, 961
22, 13661, 1420
14, 10164, 1172
9, 4594, 730
24, 18383, 1703
6, 1626, 482
19, 14213, 1614
15, 4274, 630
47, 16364, 1728
18, 5038, 672
35, 11852, 1386
38, 12404, 1728
38, 17585, 2254
37, 16707, 2251
29, 12315, 1897
9, 1216, 548
12, 3486, 916
9, 3717, 1130
12, 6934, 1707
19, 16307, 2762
12, 7219, 1738
21, 18110, 2915
39, 12490, 1376
44, 14206, 1531
55, 18147, 1877
44, 14545, 1877
57, 19143, 2004
19, 11537, 1560
14, 7353, 1274
23, 14563, 1694
21, 12480, 1660
7, 1285, 584
31, 18409, 1311
31, 18210, 1251
15, 7015, 724
23, 13166, 978
12, 3890, 497
38, 13683, 1258
22, 7326, 803
40, 14869, 1488
22, 6965, 794
50, 18584, 1644
37, 9515, 761
51, 13558, 1014
14, 2449, 282
33, 8045, 620
63, 17126, 1211
24, 12211, 2016
24, 11576, 1972
18, 7511, 1351
30, 15701, 2169
12, 4035, 1046
18, 4140, 720
14, 2639, 525
18, 4174, 720
22, 5808, 798
56, 17880, 1822
45, 13844, 1082
40, 12384, 1027
35, 10128, 846
13, 1941, 341
13, 2524, 362
12, 3076, 1024
26, 11270, 2003
15, 5085, 1214
15, 4664, 1210
37, 17704, 2202
13, 8852, 1634
20, 15569, 2286
17, 13087, 2221
10, 5491, 1316
16, 9784, 1641
50, 16714, 990
52, 17612, 1021
18, 4613, 378
52, 17725, 1021
21, 5957, 409
11, 3271, 506
24, 10052, 974
15, 5734, 738
41, 18931, 1618
10, 2666, 459
24, 19510, 1508
21, 14934, 1253
13, 8055, 857
24, 19330, 1508
19, 13435, 1131
43, 14707, 1394
40, 12995, 1186
42, 14512, 1394
52, 18411, 1644
23, 6806, 728
12, 2680, 589
20, 6569, 835
28, 12125, 1197
18, 5470, 722
41, 19592, 1688
31, 9771, 1053
48, 16999, 1562
37, 12901, 1378
50, 18017, 1755
50, 17647, 1755
13, 3890, 530
16, 5942, 773
9, 2318, 423
32, 15027, 1476
8, 1359, 274
19, 11260, 1753
22, 12916, 1802
27, 17253, 2376
9, 1682, 908
14, 7270, 1603
38, 17577, 2059
12, 2955, 880
32, 14994, 1961
25, 10583, 1716
35, 15927, 1999
17, 17106, 1989
11, 7465, 1256
11, 7117, 1225
11, 7951, 1300
9, 4989, 860
21, 7852, 1160
36, 16230, 1671
11, 2180, 610
35, 15520, 1640
23, 9368, 1194
38, 18715, 1264
35, 17362, 1227
38, 19102, 1264
11, 3419, 398
30, 14653, 1133
31, 13454, 1759
41, 19091, 2129
33, 15231, 1783
15, 5429, 990
32, 14029, 1775
18, 7445, 867
27, 12655, 1184
32, 15762, 1457
21, 9520, 998
20, 8170, 1457
29, 15910, 2215
12, 4535, 1019
31, 18007, 2671
15, 6372, 1415
18, 8058, 1620
24, 17698, 1882
6, 1531, 436
16, 11323, 1194
13, 7501, 976
15, 9226, 1182
38, 12511, 1614
46, 15124, 1869
46, 15024, 1869
36, 11135, 1404
22, 6466, 988
25, 8281, 1024
26, 9637, 1135
31, 11928, 1362
13, 3840, 667
43, 17069, 1738
33, 10760, 1178
16, 4048, 719
53, 18606, 1842
23, 6637, 838
54, 19402, 1997
13, 4247, 806
32, 14499, 1631
21, 8104, 1194
36, 16821, 1962
35, 16500, 1917
32, 7477, 595
18, 3971, 369
70, 18329, 1307
60, 15931, 1173
56, 14482, 1073
12, 4108, 628
31, 15612, 1671
18, 7628, 968
15, 6006, 773
23, 10544, 1211
24, 8319, 1100
26, 9594, 1378
15, 3770, 696
33, 13058, 1503
45, 18846, 1952
21, 11859, 1215
21, 11582, 1215
25, 13050, 1254
22, 12085, 1254
15, 6385, 725
18, 5441, 725
17, 4609, 683
18, 4861, 705
41, 14617, 1380
38, 13581, 1338
38, 13688, 1555
37, 13657, 1555
50, 19037, 2060
49, 18635, 1859
22, 6491, 970
15, 14223, 1097
7, 3380, 457
11, 10025, 907
8, 3871, 487
19, 19934, 1315
20, 5810, 532
22, 6376, 564
18, 4125, 380
44, 14859, 1084
12, 2750, 316
16, 4863, 647
25, 9600, 999
35, 15645, 1343
38, 17376, 1424
41, 19719, 1453
9, 2890, 764
14, 7018, 1272
10, 3782, 809
26, 17254, 1882
9, 3022, 771
11, 6064, 1038
12, 8383, 1348
15, 10993, 1506
15, 10055, 1506
6, 1097, 351
12, 14400, 1339
9, 7507, 840
9, 8422, 1339
12, 9989, 1036
14, 15214, 1351
39, 15263, 1076
47, 19617, 1377
20, 5473, 633
35, 13473, 1031
29, 10774, 958
33, 12279, 934
32, 11660, 885
47, 18602, 1334
24, 8703, 668
10, 2391, 268
51, 15877, 2388
45, 13640, 2252
60, 19250, 2564
19, 4052, 1193
14, 1896, 725
43, 19465, 1894
38, 17279, 1795
39, 17814, 1894
18, 6768, 909
33, 14259, 1533
27, 12161, 736
30, 13062, 810
28, 12700, 783
41, 19204, 1125
32, 14565, 912
24, 11989, 1798
31, 16814, 2275
31, 17076, 2275
21, 10323, 1792
19, 9527, 1702
14, 8258, 1405
11, 4509, 980
11, 4508, 1405
8, 2417, 638
11, 5860, 1069
19, 4175, 512
56, 17906, 1440
11, 1698, 376
36, 10853, 1045
33, 9636, 1002
33, 13988, 1141
16, 4581, 644
15, 4255, 624
42, 19085, 1518
24, 8913, 1011
26, 10172, 709
38, 16450, 1043
36, 15918, 1032
44, 19379, 1230
27, 10799, 742
29, 13238, 1386
8, 1223, 353
33, 15614, 1468
15, 5437, 804
15, 5560, 1468
60, 16024, 1518
49, 12995, 1249
39, 9748, 953
21, 4663, 513
58, 15154, 1420
14, 6468, 1504
31, 19605, 3100
17, 8591, 1910
22, 11938, 2292
29, 17715, 2861
17, 8491, 863
12, 6049, 788
17, 9032, 1068
14, 6783, 1068
17, 8739, 1068
43, 10608, 1418
21, 4035, 891
17, 2878, 652
37, 8823, 1342
23, 4328, 925
20, 4931, 611
34, 8722, 970
70, 19304, 1947
54, 14757, 1536
67, 18779, 1900
22, 17584, 1663
12, 7681, 966
16, 11666, 1206
24, 18690, 1663
17, 12504, 1268
12, 3871, 637
28, 11412, 1225
28, 11901, 1337
36, 15375, 1575
16, 5460, 700
34, 12430, 1137
12, 1751, 340
49, 19685, 1498
13, 2889, 444
12, 1760, 341
9, 1831, 298
13, 3853, 487
19, 6436, 598
15, 4634, 528
11, 2475, 351
8, 2614, 515
37, 18827, 2034
23, 10644, 1259
10, 3789, 625
34, 16802, 1810
48, 12566, 890
41, 10367, 748
67, 18160, 1212
28, 6635, 568
58, 15600, 1051
8, 1379, 202
35, 18095, 928
34, 17181, 917
10, 3062, 304
11, 3713, 351
64, 18541, 1242
53, 14759, 1018
50, 13784, 939
30, 8099, 580
40, 10807, 771
30, 13104, 1347
39, 16386, 1643
42, 19012, 1854
15, 5111, 710
