4, 8, 8, 8, 8, 280, 1, 37, 1, 54, 1, 150, 1, 305, 1, 24, 1, 177, 1, 195, 1, 523, 1, 77, 1, 266, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 41, 1, 154, 1, 235, 1, 68, 1, 348, 1, 26, 1, 55, 1, 348, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 38, 1, 52, 1, 222, 1, 65, 1, 25, 1, 222, 1, 86, 1, 152, 1, 108, 1, 304, 1, 60, 1, 566, 1, 167, 1, 594, 1, 227, 1, 198, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 250, 1, 25, 1, 118, 1, 160, 1, 36, 1, 71, 1, 321, 1, 87, 1, 363, 1, 119, 1, 54, 1, 142, 1, 576, 1, 179, 1, 72, 1, 97, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 43, 1, 146, 1, 94, 1, 304, 1, 126, 1, 359, 1, 168, 1, 74, 1, 359, 1, 106, 1, 573, 1, 49, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 52, 1, 23, 1, 146, 1, 84, 1, 37, 1, 209, 1, 305, 1, 305, 1, 209, 1, 88, 1, 188, 1, 30, 1, 806, 0, 113, 1, 56, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 233, 1, 137, 1, 47, 1, 86, 1, 73, 1, 115, 1, 295, 1, 149, 1, 368, 1, 169, 1, 830, 0, 57, 1, 99, 1, 228, 1, 276, 1, 1157, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 132, 1, 172, 1, 256, 1, 23, 1, 94, 1, 302, 1, 79, 1, 58, 1, 148, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 284, 1, 169, 1, 109, 1, 284, 1, 64, 1, 85, 1, 207, 1, 46, 1, 319, 1, 31, 1, 211, 1, 81, 1, 56, 1, 142, 1, 634, 1, 545, 1, 732, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 396, 1, 146, 1, 157, 1, 123, 1, 28, 1, 294, 1, 44, 1, 396, 1, 840, 1, 868, 1, 41, 1, 126, 1, 72, 1, 304, 1, 475, 1, 218, 1, 112, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 54, 1, 149, 1, 206, 1, 206, 1, 30, 1, 80, 1, 163, 1, 108, 1, 117, 1, 39, 1, 332, 1, 400, 1, 165, 1, 57, 1, 142, 1, 210, 1, 69, 1, 178, 1, 638, 1, 540, 1, 226, 1, 362, 1, 447, 1, 153, 1, 338, 1, 139, 1, 245, 1, 829, 0, 75, 1, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 213, 1, 21, 1, 42, 1, 281, 1, 72, 1, 58, 1, 304, 1, 304, 1, 89, 1, 140, 1, 212, 1, 46, 1, 742, 1, 1440, 0, 418, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 215, 1, 302, 1, 47, 1, 22, 1, 71, 1, 112, 1, 302, 1, 33, 1, 178, 1, 302, 1, 474, 1, 754, 1, 718, 1, 40, 1, 83, 1, 131, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 416, 1, 157, 1, 34, 1, 107, 1, 48, 1, 67, 1, 430, 1, 219, 1, 357, 1, 72, 1, 233, 1, 37, 1, 117, 1, 174, 1, 597, 1, 621, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 50, 1, 125, 1, 192, 1, 66, 1, 227, 1, 88, 1, 23, 1, 277, 1, 398, 1, 30, 1, 232, 1, 169, 1, 79, 1, 50, 1, 109, 1, 319, 1, 428, 1, 38, 1, 95, 1, 190, 1, 312, 1, 286, 1, 63, 1, 398, 1, 160, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 120, 1, 23, 1, 36, 1, 64, 1, 244, 1, 83, 1, 244, 1, 173, 1, 39, 1, 181, 1, 67, 1, 213, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 89, 1, 179, 1, 121, 1, 196, 1, 32, 1, 148, 1, 196, 1, 77, 1, 130, 1, 321, 1, 171, 1, 329, 1, 36, 1, 203, 1, 281, 1, 72, 1, 200, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 316, 1, 207, 1, 23, 1, 132, 1, 39, 1, 293, 1, 51, 1, 339, 1, 43, 1, 189, 1, 70, 1, 318, 1, 612, 1, 146, 1, 106, 1, 654, 1, 329, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
4, 8, 8, 8, 8, 86, 1, 141, 1, 168, 1, 263, 1, 107, 1, 61, 1, 285, 1, 33, 1, 143, 1, 239, 1, 1216, 0, 195, 1, 305, 1, 825, 0, 390, 1, 51, 1, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0
